2018-03-30 09:58:27,010 | SpamMon | INFO | xavier - ... script started
2018-04-02 22:13:49,566 | SpamMon | INFO | xavier - newsletter@slp.conseildesoffres.be is a spam
2018-04-02 22:13:49,889 | SpamMon | INFO | xavier - newsletter@slp.conseildesoffres.be is a spam
2018-04-02 22:13:50,212 | SpamMon | INFO | xavier - Offers@Tradepubs.nl00.net is a spam
2018-04-02 22:13:50,755 | SpamMon | INFO | xavier - info@news.lesconseilsdujour.be is a spam
2018-04-02 22:13:51,491 | SpamMon | INFO | xavier - ProfactsTeam@profacts.eu is a spam
2018-04-02 22:13:51,945 | SpamMon | INFO | xavier - newsletter@les-annonces-du-jour2.be is a spam
2018-04-02 22:13:52,312 | SpamMon | INFO | xavier - newsletter@slp.conseildesoffres.be is a spam
2018-04-02 22:13:52,489 | SpamMon | INFO | xavier - newsletter@achatdesoffres.be is a spam
2018-04-02 22:13:52,664 | SpamMon | INFO | xavier - newsletter@slp.conseildesoffres.be is a spam
2018-04-02 22:13:53,559 | SpamMon | INFO | xavier - petervancoppenolle@telenet.be is a spam
2018-04-02 22:13:53,743 | SpamMon | INFO | xavier - info@news.lesconseilsdujour.be is a spam
2018-04-02 22:13:53,928 | SpamMon | INFO | xavier - pinbot@explore.pinterest.com is a spam
2018-04-02 22:13:55,394 | SpamMon | INFO | xavier - ProfactsTeam@profacts.eu is a spam
2018-04-02 22:31:11,058 | SpamMon | INFO | Connected to Spam DB
2018-04-02 22:31:15,579 | SpamMon | INFO | xavier - ... script started
2018-04-02 22:31:16,278 | SpamMon | INFO | xavier - server connection established
2018-04-02 22:31:16,426 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-04-02 22:33:28,469 | SpamMon | INFO | xavier - newsletter@achatdesoffres.be is a spam
2018-04-02 22:34:23,026 | SpamMon | INFO | Connected to Spam DB
2018-04-02 22:34:23,036 | SpamMon | INFO | xavier - ... script started
2018-04-02 22:34:23,730 | SpamMon | INFO | xavier - server connection established
2018-04-02 22:34:23,867 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-04-02 22:34:54,797 | SpamMon | INFO | Connected to Spam DB
2018-04-02 22:34:54,807 | SpamMon | INFO | xavier - ... script started
2018-04-02 22:34:55,407 | SpamMon | INFO | xavier - server connection established
2018-04-02 22:34:55,534 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-04-02 22:37:58,155 | SpamMon | INFO | Connected to Spam DB
2018-04-02 22:37:58,165 | SpamMon | INFO | xavier - ... script started
2018-04-02 22:37:58,847 | SpamMon | INFO | xavier - server connection established
2018-04-02 22:37:58,982 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-04-02 22:38:47,283 | SpamMon | INFO | xavier - script stopped...
2018-04-02 22:38:50,532 | SpamMon | INFO | joelle - ... script started
2018-04-02 22:38:50,533 | SpamMon | INFO | joelle - script stopped...
2018-04-02 22:39:05,764 | SpamMon | INFO | Connected to Spam DB
2018-04-02 22:39:05,764 | SpamMon | INFO | xavier - ... script started
2018-04-02 22:39:06,283 | SpamMon | INFO | xavier - server connection established
2018-04-02 22:39:06,416 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-04-02 22:39:08,910 | SpamMon | INFO | xavier - script stopped...
2018-04-02 22:39:08,911 | SpamMon | INFO | joelle - ... script started
2018-04-02 22:39:08,911 | SpamMon | INFO | joelle - script stopped...
2018-04-03 16:22:37,674 | SpamMon | INFO | Connected to Spam DB
2018-04-03 16:22:37,695 | SpamMon | INFO | xavier - ... script started
2018-04-03 16:22:38,400 | SpamMon | INFO | xavier - server connection established
2018-04-03 16:22:38,541 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-04-03 16:22:43,860 | SpamMon | INFO | xavier - newsletter@les-annonces-du-jour2.be is a spam
2018-04-03 16:22:44,035 | SpamMon | INFO | xavier - newsletter@slp.conseildesoffres.be is a spam
2018-04-03 16:22:44,210 | SpamMon | INFO | xavier - newsletter@slp.conseildesoffres.be is a spam
2018-04-03 16:22:45,226 | SpamMon | INFO | xavier - team@datacamp.com is a spam
2018-04-03 16:22:45,400 | SpamMon | INFO | xavier - info@news.lesconseilsdujour.be is a spam
2018-04-03 16:23:31,999 | SpamMon | INFO | xavier - script stopped...
2018-04-03 16:23:37,276 | SpamMon | INFO | joelle - ... script started
2018-04-03 16:23:40,972 | SpamMon | INFO | joelle - script stopped...
2018-04-03 16:23:48,403 | SpamMon | INFO | Connected to Spam DB
2018-04-03 16:23:48,406 | SpamMon | INFO | xavier - ... script started
2018-04-03 16:23:48,874 | SpamMon | INFO | xavier - server connection established
2018-04-03 16:23:49,011 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-04-03 16:23:50,156 | SpamMon | INFO | xavier - newsletter@les-annonces-du-jour2.be is a spam
2018-04-03 16:23:50,375 | SpamMon | INFO | xavier - newsletter@slp.conseildesoffres.be is a spam
2018-04-03 16:23:50,572 | SpamMon | INFO | xavier - newsletter@slp.conseildesoffres.be is a spam
2018-04-03 16:30:36,114 | SpamMon | INFO | Connected to Spam DB
2018-04-03 16:30:36,120 | SpamMon | INFO | xavier - ... script started
2018-04-03 16:30:36,766 | SpamMon | INFO | xavier - server connection established
2018-04-03 16:30:36,900 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-04-03 16:32:22,964 | SpamMon | INFO | xavier - newsletter@les-annonces-du-jour2.be is a spam
2018-04-03 16:36:21,167 | SpamMon | INFO | xavier - newsletter@slp.conseildesoffres.be is a spam
2018-04-03 16:36:25,242 | SpamMon | INFO | xavier - newsletter@slp.conseildesoffres.be is a spam
2018-04-03 16:36:40,866 | SpamMon | INFO | xavier - team@datacamp.com is a spam
2018-04-03 16:36:41,067 | SpamMon | INFO | xavier - info@news.lesconseilsdujour.be is a spam
2018-04-03 16:37:35,583 | SpamMon | INFO | Connected to Spam DB
2018-04-03 16:37:35,588 | SpamMon | INFO | xavier - ... script started
2018-04-03 16:37:36,160 | SpamMon | INFO | xavier - server connection established
2018-04-03 16:37:36,294 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-04-03 16:37:56,606 | SpamMon | INFO | xavier - newsletter@les-annonces-du-jour2.be is a spam
2018-04-03 16:38:09,876 | SpamMon | INFO | xavier - newsletter@slp.conseildesoffres.be is a spam
2018-04-03 16:45:47,787 | SpamMon | INFO | xavier - newsletter@slp.conseildesoffres.be is a spam
2018-04-03 16:45:57,621 | SpamMon | INFO | xavier - team@datacamp.com is a spam
2018-04-03 16:45:57,811 | SpamMon | INFO | xavier - info@news.lesconseilsdujour.be is a spam
2018-04-03 16:48:45,704 | SpamMon | INFO | Connected to Spam DB
2018-04-03 16:48:45,704 | SpamMon | INFO | xavier - ... script started
2018-04-03 16:48:46,205 | SpamMon | INFO | xavier - server connection established
2018-04-03 16:48:46,346 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-04-03 16:49:05,031 | SpamMon | INFO | xavier - script stopped...
2018-04-03 16:49:05,033 | SpamMon | INFO | joelle - ... script started
2018-04-03 16:49:05,033 | SpamMon | INFO | joelle - script stopped...
2018-04-03 16:59:36,378 | SpamMon | INFO | Connected to Spam DB
2018-04-03 16:59:36,379 | SpamMon | INFO | xavier - ... script started
2018-04-03 16:59:36,891 | SpamMon | INFO | xavier - server connection established
2018-04-03 16:59:37,034 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-04-03 16:59:39,441 | SpamMon | INFO | xavier - script stopped...
2018-04-03 16:59:39,442 | SpamMon | INFO | joelle - ... script started
2018-04-03 16:59:39,442 | SpamMon | INFO | joelle - script stopped...
2018-04-03 17:13:15,598 | SpamMon | INFO | Connected to Spam DB
2018-04-03 17:13:15,599 | SpamMon | INFO | xavier - ... script started
2018-04-03 17:13:16,114 | SpamMon | INFO | xavier - server connection established
2018-04-03 17:13:16,250 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-04-03 17:13:18,950 | SpamMon | INFO | xavier - script stopped...
2018-04-03 17:13:18,951 | SpamMon | INFO | joelle - ... script started
2018-04-03 17:13:19,258 | SpamMon | INFO | joelle - server connection established
2018-04-03 17:13:19,388 | SpamMon | INFO | joelle - login successful - b'Logged in'
2018-04-03 17:13:19,928 | SpamMon | INFO | joelle - contact@email.maje.com is a spam
2018-04-03 17:13:20,559 | SpamMon | INFO | New spam address added adminoatyw@0003.co.jp
2018-04-03 17:13:20,835 | SpamMon | INFO | New spam address added admindftda@0-0.co.jp
2018-04-03 17:13:20,995 | SpamMon | INFO | New spam address added adminhbokr@0-0domain.com
2018-04-03 17:13:21,177 | SpamMon | INFO | New spam address added adminvkre@007ticket.co.kr
2018-04-03 17:13:21,334 | SpamMon | INFO | New spam address added adminbeqbx@000-000-0000.com
2018-04-03 17:13:21,476 | SpamMon | INFO | New spam address added adminuubyi@001bike.co.uk
2018-04-03 17:13:21,632 | SpamMon | INFO | joelle - script stopped...
2018-04-03 17:13:26,667 | SpamMon | INFO | Connected to Spam DB
2018-04-03 17:13:26,670 | SpamMon | INFO | xavier - ... script started
2018-04-03 17:13:27,140 | SpamMon | INFO | xavier - server connection established
2018-04-03 17:13:27,264 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-04-03 17:13:29,776 | SpamMon | INFO | xavier - script stopped...
2018-04-03 17:13:29,777 | SpamMon | INFO | joelle - ... script started
2018-04-03 17:13:30,307 | SpamMon | INFO | joelle - server connection established
2018-04-03 17:13:30,436 | SpamMon | INFO | joelle - login successful - b'Logged in'
2018-04-03 17:13:31,358 | SpamMon | INFO | joelle - script stopped...
2018-11-14 11:15:55,091 | SpamMon | INFO | Connected to Spam DB
2018-11-14 11:15:55,102 | SpamMon | INFO | xavier - ... script started
2018-11-14 11:15:55,834 | SpamMon | INFO | xavier - server connection established
2018-11-14 11:15:55,966 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-11-14 11:16:06,428 | SpamMon | CRITICAL | Folder INBOX.NotSpam does not exist!
2018-11-14 11:16:23,325 | SpamMon | INFO | Connected to Spam DB
2018-11-14 11:16:23,325 | SpamMon | INFO | xavier - ... script started
2018-11-14 11:16:23,995 | SpamMon | INFO | xavier - server connection established
2018-11-14 11:16:24,127 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-11-14 11:16:43,079 | SpamMon | INFO | Connected to Spam DB
2018-11-14 11:16:43,079 | SpamMon | INFO | xavier - ... script started
2018-11-14 11:16:43,832 | SpamMon | INFO | xavier - server connection established
2018-11-14 11:16:43,979 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-11-14 11:17:50,952 | SpamMon | CRITICAL | Folder INBOX.NotSpam does not exist!
2018-11-14 11:20:14,561 | SpamMon | INFO | Connected to Spam DB
2018-11-14 11:20:14,569 | SpamMon | INFO | xavier - ... script started
2018-11-14 11:20:15,291 | SpamMon | INFO | xavier - server connection established
2018-11-14 11:20:15,423 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-11-14 11:21:32,399 | SpamMon | CRITICAL | Error fetching in INBOX.NotSpam
2018-11-14 11:29:07,519 | SpamMon | INFO | Connected to Spam DB
2018-11-14 11:29:07,519 | SpamMon | INFO | xavier - ... script started
2018-11-14 11:29:08,998 | SpamMon | INFO | xavier - server connection established
2018-11-14 11:29:09,129 | SpamMon | INFO | xavier - login successful - b'Logged in'
2018-11-14 11:29:12,034 | SpamMon | INFO | xavier - us@sumofus.org is a spam
2019-02-10 15:25:24,938 | SpamMon | INFO | Connected to Spam DB
2019-02-10 15:25:24,938 | SpamMon | INFO | xavier - ... script started
2019-02-10 15:25:25,660 | SpamMon | INFO | xavier - server connection established
2019-02-10 15:25:25,782 | SpamMon | INFO | xavier - login successful - b'Logged in'
2019-03-06 22:03:11,481 | SpamMon | INFO | Connected to Spam DB
2019-03-06 22:03:11,521 | SpamMon | INFO | xavier - ... script started
2019-03-06 22:03:12,364 | SpamMon | INFO | xavier - server connection established
2019-03-06 22:03:14,670 | SpamMon | CRITICAL | xavier - failed to login to IMAP server - imapclient.exceptions.LoginError: b'[AUTHENTICATIONFAILED] Authentication failed.'; 
2019-03-06 22:03:14,670 | SpamMon | INFO | xavier - script stopped...
2019-03-06 22:03:14,670 | SpamMon | INFO | joelle - ... script started
2019-03-06 22:03:15,033 | SpamMon | INFO | joelle - server connection established
2019-03-06 22:03:15,202 | SpamMon | INFO | joelle - login successful - b'Logged in'
2019-03-06 22:03:17,877 | SpamMon | INFO | joelle - script stopped...
2019-03-17 21:24:55,730 | SpamMon | INFO | Connected to Spam DB
2019-03-17 21:24:55,743 | SpamMon | INFO | xavier - ... script started
2019-03-17 21:24:56,565 | SpamMon | INFO | xavier - server connection established
2019-03-17 21:24:56,695 | SpamMon | INFO | xavier - login successful - b'Logged in'
2019-03-17 21:25:41,859 | SpamMon | INFO | Error fetching in INBOX.NotSpam
2019-03-17 21:26:01,193 | SpamMon | INFO | Error fetching in INBOX.NotSpam
2019-03-17 21:26:25,890 | SpamMon | INFO | Error fetching in INBOX.NotSpam
2019-03-17 21:26:52,089 | SpamMon | INFO | Error fetching in INBOX.NotSpam
2019-03-17 21:27:11,634 | SpamMon | INFO | Error fetching in INBOX.NotSpam
2019-03-17 21:27:23,743 | SpamMon | INFO | Error fetching in INBOX.NotSpam
2019-03-17 21:27:52,321 | SpamMon | INFO | Error fetching in INBOX.NotSpam
2019-03-17 21:29:19,355 | SpamMon | INFO | Connected to Spam DB
2019-03-17 21:29:19,356 | SpamMon | INFO | xavier - ... script started
2019-03-17 21:29:20,053 | SpamMon | INFO | xavier - server connection established
2019-03-17 21:29:20,182 | SpamMon | INFO | xavier - login successful - b'Logged in'
2019-03-17 21:40:33,780 | SpamMon | INFO | Connected to Spam DB
2019-03-17 21:40:33,781 | SpamMon | INFO | xavier - ... script started
2019-03-17 21:40:34,432 | SpamMon | INFO | xavier - server connection established
2019-03-17 21:40:34,559 | SpamMon | INFO | xavier - login successful - b'Logged in'
2019-03-17 21:52:31,265 | SpamMon | INFO | Connected to Spam DB
2019-03-17 21:52:31,266 | SpamMon | INFO | xavier - ... script started
2019-03-17 21:52:31,931 | SpamMon | INFO | xavier - server connection established
2019-03-17 21:52:32,058 | SpamMon | INFO | xavier - login successful - b'Logged in'
